ymd	title1	title2	kiji1	kiji2	cls	kw
20161031	中日		長村さん（岐阜）大賞　清流テーマ短歌大会	知事賞：加納かず江さん（美濃加茂市）	ひと	
20161031	中日		県高校選抜バスケットボール大会	結果	行事	
20161031	岐阜		県高校選抜バスケ　男子は美濃加茂Ｘ富田	結果	行事	
20161031	中日		県中学1年生軟式野球県大会	結果	行事	
20161031	岐阜		全日本高校バレー県大会	結果	行事	
20161031	中日		全日本バレーボール高校選手権大会県代表決定戦	結果	行事	
20161031	岐阜		九頭竜湖事件、2日に判決	傷害致死罪の扱い焦点	事件・事故	
20161031	岐阜		いま学校で　NIEアドバイザー通信	細江隆一美濃加茂市立西中教諭	ひと	
20161030	中日		社会科研究成果見て　県図書館児童生徒の作品展	最優秀賞：武藤航さん（山手小３）	ひと	
20161030	岐阜		県高校選抜バスケ	結果	行事	
20161030	岐阜		県高校新人ソフトテニス	成績	行事	
20161030	中日		犯罪ナシジャム配布も	美濃加茂で地域安全大会	行政・政治	
20161030	岐阜		愛車の安全チェック　県整備振興会が無料点検	美濃加茂市	その他	アピタ美濃加茂店駐車場
20161030	中日		就職希望者向け関で合同説明会	関、各務原、美濃加茂の三市が共催	行政・政治	
20161029	岐阜		鈴木会頭再任	美濃加茂商議所	ビジネス	
20161029	中日		鈴木会頭を再任	美濃加茂商議所	ビジネス	
20161029	岐阜		第26回水彩画展	市生涯学習センター	行事	松涛会
20161029	岐阜		第20回けいしん会展	市生涯学習センター	行事	
20161029	中日		秋晴れの下もぎたて賞味　柿甘くておいしい	美濃加茂の障害者施設利用者	行事	
20161029	岐阜		盆栽で秋を表現　老鴉柿など飾る	坂祝町文化協会展示	行事	太田宿中山道会館
20161029	中日		坂祝の愛好家が秋感じる盆栽展	太田宿中山道会館	行事	
20161029	中日		可茂の愛好家絵画２展示会	美濃加茂で油彩と水彩	行事	市生涯学習センター　「けいしん会」「松涛会」
20161029	岐阜		古井ク４が優勝	美濃加茂軟式野球４年生学童大会	行事	
20161029	岐阜		全国柔道、ペアで形Ｖ	美濃加茂・山手小の日比野さん、安藤君	ひと	
20161029	中日		仮装を満喫　恒例のハロウィーンパーティー	山手幼稚園	教育	
20161029	岐阜		ジュニア五輪陸上	井戸（美濃加茂西中）200Ｖ　女子Ａ、県中学新	ひと	
20161028	中日		鳴子踊り　チーム対決	30日におんさいEXPO	行事	日本昭和村駐車場
20161028	岐阜		障がい福祉事務所「太陽の家」	利用者、柿の収穫に汗	行事	
20161028	岐阜		読み聞かせ、笑顔届ける	美濃加茂LC　山之上小に本寄贈	その他	
20161028	岐阜		蜂屋レイズが優勝	美濃加茂軟式野球連盟理事長旗大会	行事	
20161028	中日		美濃加茂の合唱団「コーロ・ジョバンニ」　国民文化祭に出演	楽しく歌って盛り上げ	行事	
20161028	中日		第208回珠算能力検定試験合格者	美濃加茂商工会議所	その他	
20161028	岐阜		第208回日商珠算能力検定試験合格者	美濃加茂商工会議所	その他	
20161028	岐阜		秋テーマ、思い思いに詠み比べ県俳句作家協会が大会	当日句岐阜市教育委員会賞：平野さきさん（美濃加茂市）	ひと	
20161028	岐阜		県児童生徒科学・社会科作品展　入賞作品決まる	受賞者の皆さん　　社会科課題追求学習作品展最優秀賞：武藤航さん（山手小３）ほか	ひと	
20161028	岐阜		油彩やアクリル画多彩	美濃加茂の画家羽木さんの指導　全生徒、初の合同展	行事	
20161028	中日		戸田さんが講演　「好き」を大事に	美濃加茂中高	教育	
20161028	中日		家族でつくろう！水ロケット	日本昭和村	行事	
20161028	中日		可茂地区スポ少バレーボール大会	出場チーム紹介：太田、蜂屋女子、蜂屋男子	行事	
20161028	中日		まゆの家まつり	みのかも文化の森	行事	
20161028	中日		e-kamonまるごと環境フェア	日本昭和村	行事	
20161027	岐阜		美濃加茂市と製菓会社がスクラム	新「名産品」開発へ　市長「観光振興の起爆剤に」	行政・政治	タンドール製菓
20161027	岐阜		救命措置をたたえる　可茂消防事務組合	林達之さん（美濃加茂市）に感謝状	ひと	
20161027	中日		山之上小に絵本を寄付	美濃加茂ライオンズクラブ	その他	
20161027	中日		可茂地区スポ少バレーボール大会	出場チーム紹介：山手、山之上	行事	
20161027	岐阜		ひだみの人ひと　輝いてます	郷土の歴史を絵本に　青地志保子さん（美濃加茂市加茂野町）	ひと	
20161027	岐阜		X'mas婚活パーティー		行事	トスカーナ（下米田）
20161026	岐阜		ＪＡ食農写真コンクール　三宅さん（中津川市）最優秀賞	ＪＡ共済連岐阜賞：佐合富春さん（美濃加茂市）	ひと	
20161026	岐阜		軟式野球　オール美濃加茂Ｖ２	県成年大会	行事	
20161026	岐阜		素描　ブライダルは文化	シティホテル美濃加茂会長　本田敏彦	ひと	
20161026	中日		古井小（美濃加茂）笑顔のフォト賞	ＰＴＡ新聞・広報紙作品展	教育	
20161026	岐阜		一陽展自由美術展　県内作家、個性光る力作	自由美術展入選　加木屋満さん（美濃加茂市）	ひと	
20161026	岐阜		ハロウィーンパーティー	山手幼稚園	教育	
20161025	岐阜		防犯功労者を表彰　安全・安心まちづくり　関係者ら県民大会	「安全・安心まちづくり賞（知事賞）」川合西2号自警団	行事	
20161025	中日		美濃加茂軟式野球連盟主催第22回理事長旗争奪軟式野球大会決勝戦	優勝：蜂屋レイズ　準優勝：古井クラブ	行事	市東総合運動場
20161025	中日		美濃加茂軟式野球連盟主催第18回4年生学童大会決勝戦	優勝：古井クラブ４　準優勝：加茂野ファイターズ	行事	市東総合運動場
20161025	中日		美濃加茂市ソフトボール協会リーグ戦	結果	行事	市西ソフト場
20161025	岐阜		県高体連の優秀校・選手表彰	18団体（ボート：加茂女子）、30人（ボート：吉田拓人（加茂）受賞	ひと	
20161025	中日		浴衣モデル撮影入賞作品を展示	美濃加茂	行事	呉服のまるか、レンタルはなこまち、中日写協県支部連合会主催
20161025	中日		森カフェ　障害者雇用		その他	
20161025	中日		期待乗せて走れＲＣカー　出張体験会をスタート		行事	「太田宿中山道まつり」会場
20161025	岐阜		映画に学ぶ人生観　戸田奈津子さんが講演	美濃加茂中高	教育	
20161025	中日		川で命を守るために	美濃加茂山手小５年生が防災教育	教育	
20161025	中日		山手小の校舎増築へ起工式	美濃加茂	教育	
20161025	岐阜		国体優勝喜び報告	可児工高のホッケー2選手、市長訪問	ひと	森涼堅さん（美濃加茂市前平町）
20161025	中日		可茂地区スポ少バレーボール大会	出場チーム紹介：加茂野、古井	行事	
20161024	岐阜		長良川鉄道＋温泉＆美食探検ツアー		ビジネス	
20161024	中日		県高校選抜バスケットボール大会	結果	行事	
20161024	岐阜		県高校選抜バスケ	結果	行事	
20161024	岐阜		県高校新人大会	レスリング他成績	行事	
20161024	中日		県高校レスリング新人大会	成績　団体３位加茂農林	行事	
20161024	中日		県高校サッカー選手権大会	結果	行事	
20161023	中日		秋季東海高校野球	麗澤瑞浪、美濃加茂　初戦突破ならず	行事	
20161023	岐阜		県内外チーム37チーム「鳴子踊り大会」	あす、昭和村などで	行事	
20161023	岐阜		代車横領の疑いで逮捕	加茂署	事件・事故	
20161023	中日		代車を横領した疑い	加茂署	事件・事故	
20161022	岐阜		蚕の力作、絹うちわ	日本昭和村販売2年で10本完成	その他	
20161022	岐阜		県発明くふう展が開幕	児童生徒らの発想光る	ひと	児童・生徒作品の部金賞：小倉百花さん（美濃加茂市東中2）
20161022	岐阜		岐阜新聞映画部トークショウ	北川悦吏子監督	ひと	
20161022	中日		堂上蜂屋柿の魅力を発信	加茂農林高生がＰＲイベント	教育	
20161022	中日		国体Ｖ喜び報告	陸上100㍍井戸さん自己ベストに並ぶ　ホッケー森さん先制点決めて貢献	ひと	
20161022	岐阜		古里の伝説、絵本で伝える	加茂野小とＰＴＡが制作	教育	
20161021	中日		議長に森氏　副は坂井氏	美濃加茂市議会	行政・政治	
20161021	岐阜		議会だより		行政・政治	
20161021	岐阜		美濃加茂市議会正副議長が抱負		行政・政治	
20161021	岐阜		県ママさんバレー可茂地区予選会	ラインクラブと加茂女（美濃加茂市）、県大会へ	行事	
20161021	中日		消火器の扱い技術向上狙う	美濃加茂で競技会	行事	
20161021	岐阜		委員会構成決まる	美濃加茂市議会	行政・政治	
20161021	中日		天乳池の話を絵本に	美濃加茂・加茂野小ＰＴＡの青地さん	教育	
20161021	岐阜		国体Ｖの喜び報告　美濃加茂市長を訪問　一層の飛躍誓う	陸上・井戸さん（美濃加茂市西中）、ホッケー・森さん（可児工高）	ひと	
20161021	岐阜		可茂早起き野球	結果	行事	前平グラウンドなど
20161021	中日		健康・福祉すこやかフェスティバル	市総合福祉会館	行事	市社会福祉協議会
20161021	中日		ライフスタイル講座	「美しい腸内フローラが美しい肌を作る」	行事	美濃加茂商工会議所
20161021	岐阜		セブン工業が業績上方修正	9月中間予想	ビジネス	
20161021	中日		クリスマス婚活パーティの女性参加者募集		行事	
20161020	岐阜		ＳＮＳで堂上蜂屋柿を発信	加茂農林高生が活動発表	教育	
20161020	岐阜		近況　千畝タクシー、相乗効果	新太田タクシー澤田幸博社長	ビジネス	
20161020	岐阜		輝ける春へ　秋季東海高校野球大会県勢紹介	17年ぶり出場・美濃加茂　俊足ぞろい、攻撃多彩	行事	
20161020	中日		美濃加茂市文芸祭入賞の作品を展示　	22日まで　主な入賞者の皆さん	行事	
20161020	中日		生き様生き方熱く　言葉の大切さ伝える	ゴルゴ松本さん「命の授業」　加茂高校	教育	
20161020	中日		特支校生の就労支援企業を表彰	表彰を受けた皆さん	行政・政治	
20161020	中日		油流出事故備え川辺ダムで訓練	加茂電力センター	その他	
20161020	中日		日本昭和村		行事	
20161020	岐阜		各務原市県高校書道展が開幕	優秀賞　片岡優花さん（加茂）	ひと	
20161020	中日		古井小児童が稲刈りを体験	加茂農林高生と	教育	
20161020	中日		乳がん患者会「あけぼの岐阜」勉強会	木沢記念病院	行事	
20161020	岐阜		ゴルゴ松本さん加茂高で講演会		教育	
20161019	岐阜		軟式野球　県還暦リーグ戦	結果	行事	
20161019	岐阜		軟式野球　県成年（50歳以上）大会	結果	行事	
20161019	岐阜		素描　日の丸と地歌舞伎	シティホテル美濃加茂会長　本田敏彦	ひと	
20161019	中日		振り込め詐欺啓発乾麺やチラシ配布	加茂署など	行政・政治	
20161019	岐阜		全国障害者スポーツ大会　陸上200㍍、Ｖへ走る	山口さん（可茂特別支援学校高等部）が決意	ひと	
20161019	岐阜		児童に稲刈り手ほどき　	加茂農林高生が交流	教育	古井小学校
20161019	中日		一緒にラグビー楽しい	美濃加茂加茂署員と子どもが交流	行事	
20161018	中日		高齢者の捜索　訓練	美濃加茂太田地区　住民ら声掛け体験	行政・政治	
20161018	岐阜		可茂地区危険物安全協会　美濃加茂市で大会	消火の早さ、正確さ競う	行事	
20161018	岐阜		可児市が5社指名停止		行政・政治	
20161018	岐阜		九頭竜湖事件　弁護側、死刑回避求める	名地裁結審　来月2日に判決	事件・事故	
20161018	中日		マクベス和風に表現	逍遥の出身地美濃加茂で上演	行事	みのかも文化の森
20161018	中日		あかりアート展入賞決まる		ひと	小中学生石原伶緒（双葉中２）・石原圭恵（加茂野小３）
20161018	日経		「傷害致死」成否巡り対立	九頭竜湖事件が結審　来月2日判決	事件・事故	
20161017	中日		秋空の下「姫道中」華やか	美濃加茂で太田宿中山道まつり	行事	
20161017	岐阜		県高校選抜バスケ	男子は28校2回戦突破	行事	
20161017	岐阜		県高校新人大会	ソフトボール：準優勝美濃加茂	行事	
20161017	中日		県高校ソフトボール競技新人大会	準優勝　美濃加茂	行事	
20161017	中日		県高校サッカー選手権大会	結果	行事	
20161017	中日		多治見で陸上競技選手権	成績	行事	
20161017	岐阜		各務原の戸部さん日展洋画部で特選	洋画部入選：木嶋義人さん（美濃加茂市）	ひと	
20161017	岐阜		こころ　落葉帰郷　あの世でも仲良くしようぜ	美濃加茂市蜂屋町　平田由夫さん	ひと	
20161017	岐阜		ぎふ清流駅伝　土岐市が初優勝	5位　美濃加茂市	行事	
20161017	中日		ぎふ清流郡市対抗駅伝	5位　美濃加茂市	行事	
20161017	岐阜		「おん祭秋の陣」中山道まつり	姫道中一行みやびやか	行事	
20161016	岐阜		県高校選抜バスケ開幕	結果	行事	
20161016	中日		撮影会入賞者　太田宿で表彰	美濃加茂	行事	呉服のまるか、レンタルはなこまち、中日写協岐阜県支部連合会主催
20161016	岐阜		はぐくみのわ　未来ある子どもの成長応援	美濃加茂市社会福祉協の「学習支援教室」	行政・政治	市総合福祉会館
20161015	中日		迷いインコ	美濃加茂市太田町の市分庁舎の市教育委員会	その他	
20161015	岐阜		地域で高齢者見守り	美濃加茂市で住民が訓練　行方不明を想定	行政・政治	
20161015	中日		古民家で現代アート　	八幡であすまで展示	行事	ＮＰＯ法人「きそがわ日和」　現代美術作家渡辺泰幸さん
20161015	岐阜		企業合同就職説明会	美濃加茂商工会議所主催	ビジネス	市生涯学習センター
20161015	岐阜		不審な電話に注意を	加茂署など　年金支給日に啓発	行政・政治	
20161015	中日		ぎふ清流郡市対抗駅伝あす号砲	27チーム郷土への思い熱く	行事	
20161014	中日		関で剣道大会　気合をこめて竹刀打ち込む	上位入賞の皆さん	行事	
20161014	岐阜		迷いインコ預かってます　美濃加茂市分庁舎	黄色の羽毛、職員〝とりこ〟	その他	
20161014	中日		経営計画作成支援セミナー	講師：中小企業診断士伊藤慎悟さん	ビジネス	美濃加茂商工会議所
20161014	中日		生徒のひと工夫実る　肥料は除草ヤギのふん尿	加茂農林高　サツマイモ収穫	教育	
20161014	中日		山の話と播隆さん	「伊吹山のおもしろ学」	行事	講師：伊吹山文化資料館学芸員高橋順之さん
20161014	岐阜		可茂早起き野球	結果	行事	前平グラウンドなど
20161014	中日		協会けんぽと協定結ぶ	美濃加茂市　健康づくりで連携	行政・政治	
20161014	岐阜		中電加茂電力センター　職員90人、防災訓練	地震、油流出に対応	その他	
20161014	中日		ドリームコンサート	ピアノとドラムのデュオ「おくむらとやまさき」	行事	市文化会館
20161014	中日		みのかもジョブフェア	美濃加茂商工会議所	ビジネス	市生涯学習センター
20161013	中日		杉原氏と共に走ります	八百津　タクシーにラップ車両	ビジネス	新太田タクシー
20161013	中日		市の11事業への評価や提言提出	美濃加茂市議会	行政・政治	
20161013	中日		姫道中　衣装着てＰＲ	美濃加茂16日開催のおん祭	行事	
20161013	岐阜		健康づくりで協定	美濃加茂市と協会けんぽ　健診など推進	行政・政治	
20161013	中日		中山道太田宿と浴衣モデル撮影	入賞者決まる　入賞者の皆さん	行事	
20161013	中日		60代以上集まって軽スポーツ大会	可児、郡上、美濃、関、美濃加茂、加茂郡	行事	
20161012	岐阜		華やかな姫道中見て　実行委がＰＲ	美濃加茂市で16日に「おん祭」	行事	
20161012	岐阜		美濃和紙あかりアート展　	一般大賞に天池さん（富加町）	行事	小中学生部門賞石原伶緒・石原圭恵（双葉中・加茂野小）
20161012	中日		美濃加茂のナシ　カクテルに	大垣共立銀と協定	行政・政治	フルーツカクテル「美濃加茂ポールスター」
20161012	岐阜		絵手紙展	絵手紙サークル「茶々の会」	図書館	東図書館
20161012	岐阜		素描　東京五輪までに	シティホテル美濃加茂会長　本田敏彦	ひと	
20161012	岐阜		第69回秋季東海地区高校野球大会	組み合わせ	行事	
20161012	岐阜		第30回中濃学童軟式野球大会	結果	行事	
20161012	中日		商議所が市に要望書	美濃加茂　工業団地建設など	行政・政治	
20161012	中日		企業合同の説明会	県総合人材チャレンジセンター主催	行政・政治	
20161012	岐阜		不法残留疑いで中国人逮捕	加茂署	事件・事故	
20161012	中日		不法残留の疑い	加茂署	事件・事故	
20161012	中日		オリエンテーリング大会　愛知・岡崎の山楽しむ	Ｍ65Ａ　1位鹿野勘次さん（美濃加茂市）	ひと	
20161010	岐阜		高校サッカー県大会が開幕	加茂など２回戦へ	行事	
20161010	岐阜		いわて国体　ボート少年男子かじ付き4人スカル	岐阜、悔し差2位	行事	
20161010	岐阜		いわて国体	成績	行事	
