ymd	title1	title2	kiji1	kiji2	cls	kw
20181011	岐阜		全力綱引き、熱戦　県選手権大会	優勝：女子リトルオリーブ（美濃加茂市）、男女混合ポパイ＆オリーブジュニア（美濃加茂市）	行事	
20181010	中日		第23回長良川ふれあいマラソン大会	クオーター一般男子1位：小藤友裕さん（美濃加茂市）	ひと	
20181010	中日		県高校サッカー選手権大会	結果	行事	
20181010	中日		県下選抜高校野球大会予選	結果	行事	
20181010	岐阜		JAめぐみの農CON　		行事	
20181007	岐阜		第97回全国高校サッカー選手権県大会が開幕		行事	
20181007	岐阜		中濃学童軟式野球が開幕	20チーム、熱戦誓う	行事	
20181007	中日		「続ける力大切に」美濃加茂・西中で義足ダンサー講演		教育	
20181006	岐阜		美濃加茂中学・高校姉妹提携校　	豪の訪問団、市長と懇談	教育	
20181006	中日		美濃加茂・西中3年川中暖さんら優秀賞	とうしん中学生イラストコンテスト	ひと	
20181006	中日		余った食品捨てないで	美濃加茂あす市民団体が回収	行事	
20181006	中日		トールペイント花や風景多彩に	太田宿中山道会館で作品展	行事	
20181006	中日		「シェイクアウト」地震に備え身守る	美濃加茂で訓練	行政・政治	
20181006	岐阜		Uターン就労支援を	美濃加茂商議所市予算編成で要望	行政・政治	
20181005	中日		豪の生徒ら市長と懇談	美濃加茂中高の姉妹校	教育	
20181005	中日		木曽川や建物絵筆思い思い	可児で作品展	行事	洋画家：羽木理恵さん（深田町）
20181005	岐阜		ニセ電話詐欺未遂の疑い	県警捜査2課と加茂署	事件・事故	
20181005	中日		ふんで育てたイモドーナツに	加茂農林高の学園祭で来月販売	教育	
20181005	中日		JAめぐみの農CON　農業男子と出会いませんか？		行事	
20181004	岐阜		日本語で堂々プレゼン	外国籍生徒７割、加茂高定時制で大会	教育	
20181004	中日		小規模事業者支援美濃加茂市へ要望	来年度予算で美濃加茂商工会議所	行政・政治	
20181004	中日		子どもら元気にドッヂビー大会	成績	行事	
20181004	中日		フラワー・ブラボー・コンクール大賞東白川小	えびせんべいの里賞：西中（美濃加茂市）	教育	
20181004	中日		ファッション甲子園入賞	桂川笑果さん（古井町）藤原雅さん（加茂野町）	ひと	
20181004	岐阜		「ノルディック」27日体験講習会	美濃加茂市	行事	
20181003	中日		非常時の事業継続計画作り９社学ぶ	美濃加茂で講座	ビジネス	
20181003	中日		効果的な情報発信自治体職員が研修	美濃加茂	行政・政治	
20181002	岐阜		禅の教え古典で解説	正眼短大山川宗玄学長が講演	行事	
20181002	岐阜		市政発展に決意新た	美濃加茂市議選16人に当選証書	行政・政治	
20181002	中日		実質公債費比率23市町村で改善　１７年度決算	美濃加茂市　6.2％　▲0.2%	行政・政治	
20181002	中日		「50年先展望して」新市議16人に証書	美濃加茂	行政・政治	
20181002	中日		248号での事故気を付けて	加茂、可児署など交通安全運動強化	行政・政治	
20181001	岐阜		陸上　第48回県中学生新人大会	成績	行事	
20181001	中日		関で刃物まつり協賛県剣道大会	上位入賞者	行事	
20181001	中日		美濃加茂市議１６人決定	美濃加茂市議選開票結果	行政・政治	
20181001	岐阜		美濃加茂市議１６人決まる	美濃加茂市議選開票結果	行政・政治	
20181001	岐阜		美濃加茂市議選当選者		行政・政治	
20181001	中日		中部日本都市対抗軟式野球県大会	結果	行事	
20181001	中日		中山道宿と浴衣モデル撮影会	まるか賞：林大輔さん（美濃加茂市）入選：佐合富春さん（美濃加茂市）	ひと	
20180930	岐阜		薄暮の国道、安全運転を	美濃加茂市で４署啓発出発式	行政・政治	
20180930	中日		市議選掲示板を撤去	美濃加茂台風に備え	行政・政治	
20180930	中日		中部日本都市対抗軟式野球県大会　熱戦15試合で開幕	結果	行事	
20180930	岐阜		ドッヂビー元気いっぱい　子どもら２５０人交流	美濃加茂市中央体育館プラザちゅうたい	行事	
20180929	岐阜		高校生、働く大人に学ぶ	美濃加茂市ゆかりの４人と座談会	行政・政治	
20180929	岐阜		飛騨牛繁殖・研究センター　岐阜大美濃加茂農場内	来年３月完成へ起工	行政・政治	
20180929	中日		飛騨牛繁殖や就農者育成	美濃加茂でセンター起工式	行政・政治	
20180929	中日		美濃加茂市議選あす投開票		行政・政治	
20180929	岐阜		県小学生夏休みコンクール　詩と作文、２６７点入賞	審査委員長：長谷川久栄・美濃加茂市立山之上小学校長	行事	
20180929	中日		播隆上人足跡後世に　	坂祝の黒野さんが本出版	ひと	中山道太田宿脇本陣林家　祐泉寺
20180928	中日		障害者向け就職面接会	ハローワーク	その他	
20180928	岐阜		障害者の雇用を促進	関市で就職合同面接会　３８事業所が参加	その他	
20180928	岐阜		歌声届ける　富加町のコーラスグループ「コールとみか」	「みのかも西デイサービスセンターあじさい」（加茂野町）	行事	
20180928	岐阜		女性警官、働き方考える	加茂署　美濃加茂市高橋洋子副市長が講話	行政・政治	
20180928	中日		夏休みの詩と作文２部門特選に１１人	審査委員長：長谷川久栄・美濃加茂市立山之上小学校長	行事	
20180928	中日		全国大会出場へ小中高生が抱負	美濃加茂　伊藤誠一市長に意気込み語る	ひと	
20180928	中日		ヤギもみんなと同じ命	伊深小で触れ合い体験	教育	
20180928	岐阜		ヤギの心音聞こえた	伊深小児童、命の大切さ学ぶ	教育	
20180927	岐阜		１７年度決算　実質公債費比率、平均は横ばい5.8％	美濃加茂市　6.2％、前年度比マイナス0.2	行政・政治	
20180927	岐阜		美濃加茂軟野蓮５年夏季大会	蜂屋レイズが優勝	行事	
20180927	岐阜		狂俳の出来栄え競う	東海樗流会東濃支部	行事	
20180927	中日		手紙で思いを　良さ伝える催し　恵那の大学生・和田さんが企画　	濃飛葬祭（本郷町）の多目的施設「竜胆庵（りんどうあん）」で	行事	
20180927	中日		似顔絵や供述書作成の技量競う	可児、加茂署若手ら	行政・政治	
20180926	岐阜		美濃加茂市アベマキ学校机　	キッズデザイン特別賞	教育	
20180926	岐阜		県民スポーツ大会	陸上ほか	行事	
20180926	岐阜		卓球　ＪＯＣジュニアオリンピックカップ全日本選手権カデットの部県予選	成績	行事	
20180926	中日		フラワー・ブラボー・コンクール（ＦＢＣ）県中央審査始まる		教育	
20180926	岐阜		バレーボール　全日本９人制総合選手権県予選	成績	行事	
20180926	岐阜		サッカー　ＪＦＡフットボールデー岐阜地区フェス	成績	行事	
20180925	中日		ＪＯＣジュニアオリンピックカップ全日本卓球選手権大会県予選	成績	行事	
20180925	中日		県民スポーツ大会陸上競技	成績	行事	
20180925	中日		県民スポーツ大会	カヌー、軟式野球、綱引き、パワーリフティングほか	行事	
20180925	中日		県下選抜高校野球大会　中濃飛騨地区	結果	行事	
20180924	中日		美濃加茂市議選　２０人が立候補		行政・政治	
20180924	中日		秋季県高校野球大会	結果	行事	
20180924	岐阜		秋季県高校野球　ベスト４出そろう	準々決勝：美濃加茂０－３大垣日大	行事	
20180924	岐阜		県高校新人テニス男女団体	成績	行事	
20180924	岐阜		全国高校サッカー県大会	組み合わせ決まる	行事	
20180923	岐阜		秋季県高校野球大会	結果	行事	
20180923	岐阜		女性活躍の拠点に	美濃加茂市に支援センターオープン	行政・政治	
20180922	中日		ＮＩＥ　教育に新聞を　いっしょに読もう！新聞コンクール	岐阜優秀賞：佐伯知奈乃（美濃加茂市立西中１）さん	ひと	
20180922	中日		２０年描きためた力作の水彩、油彩	美濃加茂の長谷川さん　可児で個展	ひと	
20180922	中日		自転車使う生徒に交通安全呼び掛け	加茂、加茂農林、東濃、可児、可児工業、帝京大可児の六高校	教育	
20180922	中日		美濃加茂市議選　あす告示		行政・政治	
20180922	岐阜		手作りバイクラック贈る　岐阜東濃自転車クラブ	美濃加茂市に４基	その他	
20180922	岐阜		徘徊高齢者、地域で守る	美濃加茂市加茂野町で探索模擬訓練	行政・政治	
20180922	中日		働く女性支援の場を開設　「みのかも女性活躍支援センター（愛称リオラ）」	美濃加茂に県内市町村初	行政・政治	
20180922	岐阜		事故防止〝実りの秋〟に　	反射材やチラシ市民らに手渡す　美濃加茂市	行政・政治	
20180922	中日	夕刊	中部の文芸　詩	浅野慈子（美濃加茂市）の詩集『海辺のメリーゴーランド』	文化	
20180922	中日		キャリアアップへ女性警官の研修会	加茂署	行政・政治	
20180921	中日		障害者支援施設に冷風機などを寄贈	可茂地区の５ライオンズクラブ	その他	
20180921	中日		認知症の高齢者想定　美濃加茂で探索訓練	まちづくり協議会	行政・政治	
20180921	岐阜		可茂消防事務組合３３人の異動を発表		行政・政治	
20180921	中日		わたしスタイルがかなう！合同企業説明会		ビジネス	
20180921	岐阜		「新聞コンクール」地域審査会	岐阜優秀賞：佐伯知奈乃（美濃加茂市立西中１）さん	ひと	
20180920	中日		美濃加茂市役所で激励	ゴルフ坂井さん４度目挑戦プロ合格、ゴルフ、ボート、バスケ、剣道	ひと	
20180920	岐阜		美濃加茂の葬儀社で就業体験の学生企画	大切な人への思い、手紙に	行事	濃飛葬祭
20180920	岐阜		県内待機児童９人　７月時点「潜在的」は１３３人	美濃加茂市１６人	行政・政治	
20180920	中日		県不動産鑑定士協　来月１日、無料相談	美濃加茂市生涯学習センター	行事	
20180920	中日		無免許運転の疑い	加茂署	事件・事故	
20180920	岐阜		ひだみの人ひと　輝いてます　趣味で絵画描き５０年	長谷川紘治さん（太田町）	ひと	
20180920	中日		くらしの作文　２人のおばあちゃん	三宅　花さん（美濃加茂市）	ひと	
20180919	中日		美濃加茂軟式野球連盟主催第４９回市長旗争奪学童大会決勝戦	優勝：太田タイガース	行事	
20180919	岐阜		第１１回県民スポーツ大会	カヌー、柔道、ソフトテニス、軟式野球　ほか	行事	
20180919	岐阜		県レク推進団体認定　八百津小に授与		行政・政治	可茂県事務所
20180919	岐阜		料理家minokamoの毎日ごはん	牛乳で煮込む　秋の洋風料理	ひと	
20180919	中日		基準地価　2018年7月1日現在	美濃加茂市　８ヵ所	その他	
20180919	岐阜		叙勲を祝う　板津澄男さん（富加町）	シティホテル美濃加茂	ひと	
20180919	岐阜		バドミントン第１３回可茂地区男子シニアオープン大会	長谷川・広田（美濃加茂Mill-Feuille）	行事	
20180919	岐阜		ぎふの仲間たち　茶々の会（美濃加茂市）	言葉添え絵手紙創作	その他	
20180918	中日		県高校新人陸上競技対校選手権大会	成績	行事	
20180918	中日		県高校新人大会ボート競技	成績	行事	
20180918	中日		可茂地区バドミントンオープン大会	男子シニア１位：長谷川・広田（美濃加茂Mill-Feuille）	行事	
20180917	中日		秋季県高校野球大会		行事	
20180917	岐阜		県高校新人大会	陸上　成績　	行事	
20180917	岐阜		敬老の日特集　シニアクラブ紹介	川合西健寿会	その他	
20180917	岐阜		カヌー全国ジュニアスラローム揖斐川大会	成績	行事	
20180916	岐阜		酒気帯び運転疑いで女逮捕	加茂署	事件・事故	
20180916	中日		酒気帯び運転の疑い	関署	事件・事故	
20180916	中日		認知症対策など「拡充」	美濃加茂市議会が事業提言書	行政・政治	
20180916	岐阜		美濃加茂市職員ら訓練	名古屋テレビ塔下で地震想定	行政・政治	
20180916	岐阜		福井国体県選手団名簿		行事	
20180916	岐阜		県高校新人大会	ボート男子かじ付き４人スカル加茂Aが制す	行事	
20180916	岐阜		白川病院旗県学童野球	３２チーム熱戦火ぶた	行事	
20180915	中日		４校花壇　県審査へ　FBC可茂地域	美濃加茂市西中ほか	教育	
20180915	岐阜		福井国体県勢３８２選手出場	県選手団名簿	行事	
20180915	岐阜		三味線コンサート	太田宿中山道会館	行事	
20180915	岐阜		まちづくり協の拡充求め提言書	美濃加茂市長に市議会特別委提出	行政・政治	
20180914	岐阜		講演：里の播隆	講師：栗谷本真・御嵩町郷土資料館学芸員	行事	
20180914	中日		藤本流三味線有志ミニコンサート	太田宿中山道会館	行事	
20180914	中日		緊急走行中の救急車が事故	関署	事件・事故	
20180914	中日		早大演劇逍遥との縁	あすから美濃加茂で公演	行事	坪内逍遥　学生演劇グループ「犬大丈夫」
20180914	中日		小規模特認校制度説明会	美濃加茂市生涯学習センター	教育	
20180914	岐阜		国有財産売却の8件きょう公示	岐阜財務事務所	行政・政治	
20180914	中日		器物損壊の疑い	加茂署	事件・事故	
20180914	中日		「里の播隆」講演会	講師：栗谷本真・御嵩町郷土資料館学芸員	行事	
20180913	中日		避難所の暑さ改善したい	美濃加茂精密板金業「西田技巧」組み立て式ファン開発	ビジネス	
20180913	中日		議会だより		行政・政治	
20180913	岐阜		詐欺未遂疑い佐賀の男逮捕	加茂署・県警捜査２課	事件・事故	
20180913	岐阜		美濃加茂市長旗争奪学童野球	太田タイガース優勝	行事	
20180913	中日		園児ら駄菓子屋で「お買い物ごっこ」	美濃加茂・旧小松屋	教育	
20180913	岐阜		可茂地区の生産者、むき栗に加工	規格外の栗有効活用	ビジネス	
20180913	中日		企画外品を活用　むき栗出荷開始	可茂地域	ビジネス	
20180913	中日		ニセ電話詐欺未遂の疑い	加茂署・県警捜査２課	事件・事故	
20180913	岐阜		ストーカー行為の疑い	可児署と県警人身安全対策室	事件・事故	
20180913	中日		ストーカーの疑い	可児署	事件・事故	
20180912	岐阜		美濃加茂市科学・社会科作品展入賞者		行事	
20180912	岐阜		有料施工４社表彰　県可茂土木事務所	北川工務（美濃加茂市）	行政・政治	
20180912	中日		ニセ電話詐欺などの疑い	県警捜査２課・多治見署	事件・事故	
20180912	中日		ふるさと納税返礼品法規制	総務省、制度見直し表明　美濃加茂市１０月中に見直し	行政・政治	
20180912	日経		ふるさと納税返礼品	中部自治体見直し相次ぐ　美濃加茂市１０月中	行政・政治	
20180912	中日		かわいく野菜の寄せ植え	加茂農林高生が園児らと交流	教育	
20180911	岐阜		秋季県高校野球大会組み合わせ		行事	
20180911	中日		県秋季陸上競技大会	成績	行事	
20180911	中日		県マーチング・バトンフェス	成績	行事	美濃加茂高
20180911	中日		小中学校の水回りを点検	建設会社「和泉」	その他	
20180911	岐阜		加茂署巡査長に３０万円略式命令	大阪で女性触る	事件・事故	
20180911	中日		チャレランみのかも・秋の陣	子どもも大人も記録挑戦	行事	
20180911	岐阜		チャレランみのかも　	ナシの皮むきで勝負だ	行事	
20180911	中日		「里の播隆」講演会	講師：栗谷本真・御嵩町郷土資料館学芸員	行事	
20180911	中日		JR高山線など大雨で一部運休		その他	
20180909	岐阜		研究や発明、成果を披露	小中学生の課題作品展示	行事	
20180909	岐阜		創立７０周年記念、作品寄贈	加茂高卒業生の版画家舩坂さん	ひと	
20180909	中日		児童生徒ら夏の研究披露	科学や社会科の作品展	行事	
20180908	岐阜		水回り点検	給排水工事業「和泉」（加茂野町）	その他	
20180908	岐阜		世界王者に一輪車学ぶ	三和小で講習会	教育	
20180908	中日		一輪車元世界王者　三和小生に講習会		教育	
20180907	岐阜		大手の経験、中小の力に	関市でシニア人材交流会	ビジネス	
20180907	中日		ドリームコンサート	声楽家大塚孝子さんとピアノ奏者国枝直子さん	行事	
20180907	岐阜		チャレランみのかも	みのかも健康の森	行事	
20180906	中日		美濃加茂で倉庫焼く	加茂署	事件・事故	
20180906	中日		続く停電住民困惑　台風２１号		その他	
20180906	中日		第１０３回二科展初入選者	絵画部：渡辺道也さん	ひと	
20180906	中日		太田小見守り隊にユニホームを贈呈	加茂地区交通安全協会美濃加茂支部太田分会	その他	
20180906	中日		天然記念物名木倒れる	美濃加茂市森山町　台風２１号被害で	その他	
20180906	岐阜		台風２１号中濃各地に爪跡	美濃加茂市　市天然記念物など	その他	
20180906	中日		可茂地区クラブ対抗バドミントンオープン大会	マンゴー３位：太田バドミントン	行事	
20180906	中日		叙位叙勲		ひと	
20180906	中日		加茂高卒・版画家舩坂芳助さん　母校に作品１３００点寄贈		ひと	
20180906	岐阜		加茂校で文化祭開幕　	展示や演劇　若さ満開	教育	
20180906	中日		全日本卓球選手兼大会（カデットの部）可茂地区予選	成績	行事	
20180905	中日		美濃加茂・若尾製菓１０日発売　あい愛バス菓子かわいく	売り上げを一部寄付へ	ビジネス	
20180905	中日		美濃加茂の詩人浅野慈子（やすこ）さん初詩集		ひと	
20180905	岐阜		第４２回県秋季記録会	成績	行事	
20180905	岐阜		竹あかりオブジェできた	美濃加茂市で小学生が制作	行事	
20180904	中日		青少年の主張　川辺町		行事	
20180904	中日		選挙人名簿登録者数（平成３０年９月３日現在）		行政・政治	
20180904	岐阜		県内選挙人名簿登録者数（９月３日現在）		行政・政治	
20180904	中日		県ママさんバレーボール秋季大会可茂地区予選会	優勝：ラインクラブ（美濃加茂市）、準優勝：加茂女（かもめ美濃加茂市）	行事	
20180904	中日	夕刊	台風接近運休、休校相次ぐ		その他	
20180904	岐阜		リウマチ医療講演会	講師：太田病院整形外科部長佐々木智浩さん、社会福祉士後藤亜矢子さん	行事	
20180904	岐阜		せきしん振興基金　総額１８０万円を３０事業に助成	現代レジデンスプログラム事業（美濃加茂市）	その他	
20180903	中日		美濃加茂で坪内逍遥大賞授賞式	脚本家・北川悦吏子さん「また頑張る」　「半分、青い。」地元で喜び	ひと	
20180903	岐阜		坪内逍遙大賞、授賞式	北川悦吏子さんに賞状	ひと	
20180903	中日	夕刊	加茂署の巡査長がプールで女性触る	容疑で大阪府警逮捕	事件・事故	
20180903	岐阜		プールで痴漢疑い　加茂署巡査長逮捕	大阪府警	事件・事故	
20180903	中日		コンビニに車突っ込む	郡上署	事件・事故	
20180902	中日		美濃加茂市の学童保育待機児童対策	受け皿へ新たな試み	行政・政治	
20180902	中日		県ジュニア（中学生）陸上競技大会	成績	行事	
20180902	岐阜		特別包装のチョコ開発　若尾製菓が１０日から販売	美濃加茂のコミバスがモチーフに　市長に報告	ビジネス	
20180902	岐阜		きらり中濃応援歌　昭和村から名称変更「清流里山公園」	地域に根差した施設に	行政・政治	
20180901	岐阜		美濃加茂のオークワでイベント	野菜（831）の日　もっと食べて	行政・政治	可茂保健所
20180901	中日		中日新聞社杯中濃地区弓道大会	小中高生優射賞：沼田康佑さん（美濃加茂市）	ひと	
20180901	中日		「エスペランサ美濃加茂」きょう開所	外国籍の子対象　県内初　支援施設	その他	
20180831	岐阜		高校生「防災は大切」	美濃加茂市　東松島市訪問を報告	教育	
20180831	中日		議会だより		行政・政治	
20180831	中日		美濃加茂の高校生　宮城へ	震災の悲しみ　忘れない	行政・政治	
20180831	中日		秋季県高校野球　組み合わせ決定	大垣日大は斐太と初戦	行事	
20180831	中日		木曽川の灯籠流し　写真愛好家が撮影	第七回木曽川千の灯籠流しを写す会	行事	
20180831	岐阜		市議会一般質問	ブロック塀など危険箇所　来月末に調査報告	行政・政治	
20180831	中日		中山道太田宿と浴衣モデル撮影会		行事	
20180831	岐阜		「おん祭」姫道中　姫役６人決まる	美濃加茂で１０月	行事	
20180830	中日		議会だより		行政・政治	
20180830	岐阜		美濃加茂市議会一般質問	避難所に井戸設置検討	行政・政治	
20180830	中日		旅行先の風景画24点	可児で台岳巌雄さん（美濃加茂市）作品展	ひと	
20180830	岐阜		パステル画素朴な情景　可児市で作品展	元中学美術教諭台岳さん（美濃加茂市）傘樹記念	ひと	
20180830	岐阜		コミバスとワゴン車接触		事件・事故	
20180830	岐阜		ひだみの人ひと　輝いてます　カフェ「茶霞オキャレ」を運営する橋嶋直人さん	伊深に移住、魅力発信	ひと	
20180829	中日		風向計	女性の力でまちを元気に	その他	
20180829	中日		農業ビジネス発展支援	大共が7団体に助成金	その他	加茂農林高校
20180829	中日		議会だより		行政・政治	
20180829	岐阜		美濃加茂市議会一般質問	浄水場改築を検討	行政・政治	
20180829	中日		中山道自転車巡り探る	美濃加茂　外国人向けに観光業者ら	行政・政治	
20180828	中日		美濃加茂・西中生が美声	高齢者介護施設で合唱披露	教育	さくらの郷
20180828	中日		美濃加茂の水面照らす	"キャンドルで天乳池を幻想的に		
20180828	岐阜		県教育功労者に26人	長江　亮さん（美濃加茂市）	ひと	
20180828	中日		姫道中6人決まる	美濃加茂おん祭	行事	
20180828	中日		くらしの作文　虹の橋	兼松　正子さん（美濃加茂市）	ひと	
20180827	中日		県総合バスケットボール選手権大会	男子3位：美濃加茂高	行事	
20180827	中日		全国中学大会	成績　剣道ほか	行事	
20180827	中日		交通死亡事故なし　県警が感謝状	美濃加茂市加茂交通安全協　連続300日	行政・政治	
20180827	岐阜		いま　学校で　NIEアドバイザー通信	美濃加茂市立西中教諭　細江隆一さん	ひと	
20180826	中日		縁の下の力持ちは住民	美濃加茂・三和有志が空き家改修手伝い	その他	
20180826	岐阜		神戸峰男さん　美術の原点語る	日本芸術院会員　美濃加茂市で講演	行事	
20180826	岐阜		リウマチ治療　２市で講演会　講師：太田病院医師　佐々木智浩さん	9月8日市文化会館で	行事	
20180826	中日		VRゴーグルで事故体験	美濃加茂　JAFが交通安全催し	行事	
20180825	中日		長崎で戦争の悲惨さ学ぶ	中学生が美濃加茂市長に報告	教育	
20180825	岐阜		詐欺未遂疑いで逮捕	加茂署と県警捜査2課	事件・事故	
20180825	岐阜		美濃加茂市議会　登壇14議員決定		行政・政治	
20180825	中日		小学生将棋大会　	低学年3位：藤井柊哉さん（美濃加茂市古井小３）	行事	
20180825	中日		中濃文芸	太田ホトトギス会	文化	
20180825	岐阜		ヤマザキマザック博物館来秋開館　工作機械操作体験が目玉	山崎社長美濃加茂市長に説明	ビジネス	
20180825	中日		ヤマザキマザックが博物館　来年秋に開設予定	ものづくりの原点伝える	ビジネス	
20180825	中日		ニセ電話詐欺未遂の疑い	加茂署と県警捜査2課	事件・事故	
20180825	岐阜		アルプホルン　音色に磨き	美濃加茂の団体あす可児で公演	行事	
20180825	岐阜		「原爆は消えない傷」　長崎でフォーラム参加	美濃加茂市　中学生が報告	教育	
20180824	岐阜		美濃加茂市長「現場の声」を聞く	人材センター職員と意見交換	行政・政治	
20180824	中日		木曽川千の灯籠流し	木曽川緑地ライン公園	行事	
20180824	中日		中山道太田宿盆踊り大会		行事	
20180824	岐阜		ポンプ取り替えに挑戦	たくみアカデミー　学生、地元で職業体験	教育	
20180824	中日		アルプホルンのしらべ～ぎふの山からスイスの山に～		行事	
20180824	中日		こども園や保育園照明器具清掃奉仕	美濃加茂で中電など	その他	
20180824	中日		いじめ撲滅取り組み発表	美濃加茂で小中生サミット	教育	みのかも文化の森
20180823	岐阜		風景や花、生徒の力作	画家・羽木さん（美濃加茂市）指導　可児で絵画展	行事	
20180823	岐阜		還暦軟式野球　日本ラインクラブ　全国大会「上位狙う」	美濃加茂市長に抱負	ひと	
20180823	中日		美濃加茂のナイン　全国での健闘誓う	還暦野球大会	ひと	日本ラインクラブ
20180823	岐阜		立候補説明会20陣営が出席	美濃加茂市議選	行政・政治	
20180823	中日		立候補予定者の説明会に20陣営	美濃加茂市議選	行政・政治	
20180823	中日		油絵や水彩個性豊かに　可児で絵画展	洋画家羽木理恵さんが講師を努める「日羽会」	行事	
20180823	中日		放水やレンジャー体験	美濃加茂で児童ら消防教室	行事	
20180823	岐阜		小さな消防士　放水など体験	可茂消防子ども教室	行事	
20180823	岐阜		全国中学校体育大会	成績　剣道ほか	行事	
20180823	中日		サッカー少年　親交深めた	台湾、タイの３チーム招待	行事	
20180823	中日		もぎたてのナシ満喫	美濃加茂　果樹園にぎわう	その他	
20180822	岐阜		軟式野球　県還暦リーグ戦	結果	行事	
20180822	中日		覚醒剤と大麻を所持した疑い	県警地域課と岐阜中署	事件・事故	
20180822	岐阜		美濃加茂市とハローワーク	女性就労で連携協定	行政・政治	
20180822	岐阜		死亡事故ゼロ300日超	美濃加茂市に感謝状	行政・政治	
20180822	中日		早朝・延長保育考える	美濃加茂市長と市民が意見交換	行政・政治	
20180822	岐阜		大麻所持疑いで2人逮捕	県警地域課と岐阜中署	事件・事故	
20180822	中日		中濃の高校生ら病院で看護体験	木沢記念病院	教育	
20180821	中日		議会だより		行政・政治	
20180821	岐阜		美濃加茂市で子どもが触れ合う	ヤギに餌、うメェ～かい？	行事	農業生産法人「フルージック」
20180821	中日		秋季県高校野球大会地区予選	結果	行事	
20180821	岐阜		秋季県高校野球地区大会	結果	行事	
20180821	中日		省エネや温暖化星空眺め考える	美濃加茂で観察会	行事	
20180821	岐阜		全日本卓球選手権	成績	行事	
20180821	中日		ぶらり太多線　美濃太田駅	昔っから旅には釜飯	その他	
20180820	岐阜		秋季県高校野球地区大会	結果	行事	
20180820	中日		県高校生新人卓球大会	成績　女子団体３位加茂	行事	
20180820	中日		県高校新進大会ソフトテニス競技	奥西・山田組優勝（美濃加茂）　３位：馬場・大和田（美濃加茂）	ひと	
20180820	中日		歩いて伝統や文化に触れる	大学生が県内で五街道ウオーク	行事	
20180820	岐阜		全国中学校体育大会	柔道ほか　結果	行事	
20180820	中日		全国中学大会	柔道　結果	行事	
20180819	中日		駈け歩き事件簿　飛び出しに注意		その他	
20180819	岐阜		練習の成果奏でる　ピアノなど演奏	関市の音楽教室発表会	行事	
20180819	中日		秋季高校野球大会地区予選	結果	行事	
20180819	岐阜		秋季県高校野球地区大会	結果	行事	
20180819	岐阜		マンホールカードいかが	美濃加茂市無料配布　市の花・アジサイ紹介	行政・政治	
20180818	岐阜		高校女子バスケ　美濃加茂で交流大会	県内外２４チーム熱戦	行事	
20180818	岐阜		身代わり出頭を１９歳頼んだ疑い　美濃加茂当て逃げ	加茂署	事件・事故	
20180818	岐阜		美濃加茂東は決勝T進めず	全国中学校体育大会開幕、柔道女子	行事	
20180818	岐阜		笑顔を広める看護師に　木沢記念病院	高校生が現場体験、決意新た	教育	
20180818	中日		秋季県高校野球大会地区予選	結果	行事	
20180818	岐阜		秋季県高校野球地区大会	結果	行事	
20180818	岐阜		県高校新進ソフトテニス	奥西巧、山田啓介組優勝（美濃加茂）　３位：馬場・大和田（美濃加茂）	ひと	
20180818	中日		登下校の見守り協力を呼び掛け	加茂署	行政・政治	
20180818	岐阜		楽しい絵本歓声　八百津町で朗読会	美濃加茂市の朗読グループ「のはらの会」	行事	
20180818	中日		当て逃げなどの疑い	加茂署	事件・事故	
20180818	岐阜		子ども食堂に食材寄贈	JAめぐみの美濃加茂の３ヵ所に	その他	
20180818	中日		名古屋で歴史教室富加町などが主催	信長の東美濃攻め授業	行政・政治	
20180818	岐阜		卓球　県高校生新人大会	成績	行事	
20180818	岐阜		事業継承セミナー	美濃加茂商工会議所	ビジネス	
20180817	中日		通学路100ヵ所に防犯カメラ	美濃加茂で県初の官民協定	行政・政治	
20180817	中日		詩歌と絵画などを組み合わせ作品に	岐阜・長良東で展示	ひと	浅野牧子さん（蜂屋町）
20180817	中日		美濃加茂市ソフトボール協会リーグ戦	結果	行事	
20180817	中日		秋季県高校野球大会地区予選	結果	行事	
20180817	岐阜		秋季県高校野球地区大会	結果	行事	
20180817	中日		女性の就労支援へ美濃加茂市と協定	ハローワーク	行政・政治	
20180817	中日		事業承継セミナー	美濃加茂商工会議所	ビジネス	
20180817	中日		中山道自転車巡り外国人向け考えて	23日、美濃加茂で催し	行政・政治	
20180817	中日		JAめぐみの食材提供	毎月美濃加茂の子ども食堂へ	その他	
20180816	中日	夕刊	盆踊りにダンシング・ヒーロー	濃尾昔から「聖地」	その他	
20180816	中日		清流里山公園30万人を突破	岐阜の長村さん家族	その他	
20180816	中日		夏の甲子園16強進出の木更津総合	"美濃加茂出身関高OB・五島監督		
20180816	中日		ゴルフの基本を学ぶ　美濃加茂ロータリークラブ	小学生を対象にした「スナッグゴルフ」	その他	
20180815	岐阜		車線変更に立腹、障害疑い	加茂署	事件・事故	
20180815	中日		秋季県高校野球大会地区予選	結果	行事	
20180815	岐阜		料理家minokamoの毎日ごはん	酸味でさっぱり食欲湧く夏ご飯	ひと	
20180815	岐阜		岐阜陸協強化記録会兼第73回福井国体選手選考会	成績	行事	
20180815	岐阜		小規模校の三和小「キッズクラブ」初企画	夏休み児童交流の輪	教育	
20180814	岐阜		通学路に防犯カメラ	美濃加茂市　警察、ＮＴＴ西、中電と協定	行政・政治	
20180814	岐阜		第50回記念県学童軟式野球大会第2・3日	結果	行事	
20180814	岐阜		第46回可茂地区陸上競技大会	成績	行事	
